Live,Round,Date,Hour,Stadium,Capacity,TeamA,TeamB,CodeTeamA,TVCodeA,CodeTeamB,TVCodeB,imA,imB,ScoreA,ScoreB,CoachA,CoachB,GameTime,RemainingPartialTime,wid,Quarter,FoultsA,FoultsB,TimeoutsA,TimeoutsB,ScoreQuarter1A,ScoreQuarter2A,ScoreQuarter3A,ScoreQuarter4A,ScoreExtraTimeA,ScoreQuarter1B,ScoreQuarter2B,ScoreQuarter3B,ScoreQuarter4B,ScoreExtraTimeB,Phase,PhaseReducedName,Competition,CompetitionReducedName,pcom,Referee1,Referee2,Referee3
False,1,05/10/2023,19:00 ,STARK ARENA,18360,CRVENA ZVEZDA MERIDIANBET BELGRADE,LDLC ASVEL VILLEURBANNE,RED,CZV,ASV,ASV,RED       ,ASV       ,94,73,"IVANOVIC, DUSKO","PARKER, TJ",40:00,00:00,80,,21,14,2,4,29,52,69,94,0,18,31,55,73,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PATERNICO, CARMELO","PASTUSIAK, PIOTR"
False,1,05/10/2023,20:30 ,PALAU BLAUGRANA,5577,FC BARCELONA,ANADOLU EFES ISTANBUL,BAR,BAR,IST,EFS,BAR       ,IST       ,91,74,"GRIMAU, ROGER","CAN, ERDEM",40:00,00:00,80,,15,15,2,4,22,40,69,91,0,19,34,64,74,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","DIFALLAH, MEHDI","JOVCIC, MILIVOJE"
False,1,05/10/2023,20:30 ,BMW PARK,6057,FC BAYERN MUNICH,ALBA BERLIN,MUN,BAY,BER,BER,MUN       ,BER       ,80,68,"LASO, PABLO","GONZALEZ, ISRAEL",40:00,00:00,80,,21,17,2,3,19,36,61,80,0,17,44,51,68,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","LATISEVS, OLEGS","SUKYS, ARTURAS"
False,1,05/10/2023,20:05 ,MENORA MIVTACHIM ARENA,10559,MACCABI PLAYTIKA TEL AVIV,PARTIZAN MOZZART BET BELGRADE,TEL,MTA,PAR,PAR,TEL       ,PAR       ,96,81,"KATTASH, ODED","OBRADOVIC, ZELJKO",40:00,00:00,80,,19,18,2,5,27,55,74,96,0,16,43,58,81,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","VILIUS, GYTIS","KARDUM, LUKA"
False,1,05/10/2023,20:30 ,PALADOZZA,4827,VIRTUS SEGAFREDO BOLOGNA,ZALGIRIS KAUNAS,VIR,VIR,ZAL,ZAL,VIR       ,ZAL       ,79,82,"BANCHI, LUCA","MAKSVYTIS, KAZYS",40:00,00:00,80,,18,19,5,5,23,42,65,79,0,15,37,58,82,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","PANTHER, ANNE","SILVA, SERGIO"
False,1,06/10/2023,19:45 ,ULKER SPORTS AND EVENT HALL,10211,FENERBAHCE BEKO ISTANBUL,EA7 EMPORIO ARMANI MILAN,ULK,FBB,MIL,EA7,ULK       ,MIL       ,85,82,"ITOUDIS, DIMITRIS","MESSINA, ETTORE",45:00,00:00,90,,23,16,4,5,19,38,62,76,85,23,35,54,76,82,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PUKL,SASA","PERUGA, CARLOS","NIKOLIC, UROS"
False,1,06/10/2023,20:15 ,OAKA Altion,17810,PANATHINAIKOS ATHENS,OLYMPIACOS PIRAEUS,PAN,PAO,OLY,OLY,PAN       ,OLY       ,78,88,"ATAMAN, ERGIN","BARTZOKAS, GEORGIOS",45:00,00:00,90,,17,20,4,4,22,43,59,74,78,23,36,52,74,88,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","PEREZ, EMILIO","NEDOVIC, MILAN"
False,1,06/10/2023,20:30 ,BUESA ARENA,14017,BASKONIA VITORIA-GASTEIZ,REAL MADRID,BAS,BKN,MAD,RMB,BAS       ,MAD       ,77,79,"PENARROYA, JOAN","MATEO, CHUS",40:00,00:00,80,,15,23,4,4,23,47,67,77,0,19,43,62,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","MOGULKOC, EMIN","RACYS, SAULIUS"
False,1,06/10/2023,20:30 ,PABELLON FUENTE DE SAN LUIS,6927,VALENCIA BASKET,AS MONACO,PAM,VBC,MCO,ASM,PAM       ,MCO       ,70,65,"MUMBRU, ALEX","OBRADOVIC, SASA",40:00,00:00,80,,22,20,4,5,17,39,53,70,0,20,38,51,65,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","HORDOV, TOMISLAV","PEERANDI, RAIN"
False,2,12/10/2023,20:00 ,MERCEDES-BENZ ARENA,7766,ALBA BERLIN,BASKONIA VITORIA-GASTEIZ,BER,BER,BAS,BKN,BER       ,BAS       ,86,91,"GONZALEZ, ISRAEL","PENARROYA, JOAN",40:00,00:00,80,,19,17,5,4,21,47,61,86,0,25,51,76,91,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","KOLJENSIC, MILOS","TRAWICKI, TOMASZ"
False,2,12/10/2023,19:30 ,SINAN ERDEM SPORTS HALL,15012,ANADOLU EFES ISTANBUL,REAL MADRID,IST,EFS,MAD,RMB,IST       ,MAD       ,80,103,"CAN, ERDEM","MATEO, CHUS",40:00,00:00,80,,20,16,5,3,24,41,60,80,0,26,55,80,103,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","NIKOLIC, UROS","BISSANG, JOSEPH"
False,2,31/10/2023,20:30 ,MEDIOLANUM FORUM ,8225,EA7 EMPORIO ARMANI MILAN,MACCABI PLAYTIKA TEL AVIV,MIL,EA7,TEL,MTA,MIL       ,TEL       ,90,98,"MESSINA, ETTORE","KATTACHE, DAVID ODED",40:00,00:00,80,,23,20,4,3,32,52,72,90,0,25,50,75,98,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","PANTHER, ANNE","KOWALSKI, MARCIN"
False,2,12/10/2023,20:15 ,OAKA Altion,8352,PANATHINAIKOS ATHENS,FC BAYERN MUNICH,PAN,PAO,MUN,BAY,PAN       ,MUN       ,78,71,"ATAMAN, HALIL ERGIN","LASO BIURRUN, PABLO",40:00,00:00,80,,16,20,5,4,23,37,54,78,0,11,30,48,71,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","PERUGA, CARLOS","MAJKIC, MARIO"
False,2,12/10/2023,20:00 ,ASTROBALLE,5437,LDLC ASVEL VILLEURBANNE,PARTIZAN MOZZART BET BELGRADE,ASV,ASV,PAR,PAR,ASV       ,PAR       ,62,88,"PARKER, TJ","OBRADOVIC, ZELJKO",40:00,00:00,80,,17,19,4,2,13,29,48,62,0,17,43,72,88,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","MOGULKOC, EMIN","RADOJKOVIC, JOSIP"
False,2,13/10/2023,19:00 ,SALLE GASTON MEDECIN,4010,AS MONACO,VIRTUS SEGAFREDO BOLOGNA,MCO,ASM,VIR,VIR,MCO       ,VIR       ,59,83,"OBRADOVIC, SASA","BANCHI, LUCA",40:00,00:00,80,,19,27,3,2,15,33,48,59,0,23,48,70,83,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","LATISEVS, OLEGS","ALIAGA, JORDI"
False,2,13/10/2023,20:15 ,PEACE AND FRIENDSHIP STADIUM,12168,OLYMPIACOS PIRAEUS,FC BARCELONA,OLY,OLY,BAR,BAR,OLY       ,BAR       ,68,77,"BARTZOKAS, GEORGIOS","GRIMAU GRAGERA, ROGER",40:00,00:00,80,,16,15,4,5,16,34,54,68,0,23,40,56,77,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PUKL,SASA","VILIUS, GYTIS","SILVA, SERGIO"
False,2,13/10/2023,20:30 ,PABELLON FUENTE DE SAN LUIS,7037,VALENCIA BASKET,FENERBAHCE BEKO ISTANBUL,PAM,VBC,ULK,FBB,PAM       ,ULK       ,77,74,"MUMBRU, ALEX","ITOUDIS, DIMITRIS",40:00,00:00,80,,21,27,3,5,22,39,58,77,0,9,33,53,74,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JOVCIC, MILIVOJE","PANTHER, ANNE","ZAMOJSKI, JAKUB"
False,2,13/10/2023,19:00 ,ZALGIRIO ARENA,15044,ZALGIRIS KAUNAS,CRVENA ZVEZDA MERIDIANBET BELGRADE,ZAL,ZAL,RED,CZV,ZAL       ,RED       ,79,74,"MAKSVYTIS, KAZYS","IVANOVIC, DUSKO",40:00,00:00,80,,22,21,2,5,19,35,50,79,0,21,38,56,74,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"DIFALLAH, MEHDI","NEDOVIC, MILAN","CORTES, CARLOS"
False,3,17/10/2023,19:30 ,SINAN ERDEM SPORTS HALL,7816,ANADOLU EFES ISTANBUL,LDLC ASVEL VILLEURBANNE,IST,EFS,ASV,ASV,IST       ,ASV       ,89,84,"CAN, ERDEM","PARKER, TJ",40:00,00:00,80,,20,19,2,5,24,43,70,89,0,24,35,56,84,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, EMILIO","PETEK, SASO","KONSTANTINOVS, KRISTAPS"
False,3,17/10/2023,20:45 ,MEDIOLANUM FORUM ,10043,EA7 EMPORIO ARMANI MILAN,OLYMPIACOS PIRAEUS,MIL,EA7,OLY,OLY,MIL       ,OLY       ,65,53,"MESSINA, ETTORE","BARTZOKAS, GEORGIOS",40:00,00:00,80,,21,18,2,4,19,31,44,65,0,17,32,41,53,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","LEZCANO, LEANDRO","CORTES, CARLOS"
False,3,17/10/2023,19:15 ,ULKER SPORTS AND EVENT HALL,11115,FENERBAHCE BEKO ISTANBUL,PANATHINAIKOS ATHENS,ULK,FBB,PAN,PAO,ULK       ,PAN       ,83,69,"ITOUDIS, DIMITRIS","ATAMAN, ERGIN",40:00,00:00,80,,22,17,2,2,27,43,67,83,0,9,28,45,69,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","PATERNICO, CARMELO","CICI, GENTIAN"
False,3,17/10/2023,18:30 ,STARK ARENA,19227,PARTIZAN MOZZART BET BELGRADE,FC BARCELONA,PAR,PAR,BAR,BAR,PAR       ,BAR       ,83,92,"OBRADOVIC, ZELJKO","GRIMAU, ROGER",40:00,00:00,80,,20,23,5,4,16,34,60,83,0,23,44,69,92,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","PASTUSIAK, PIOTR","SUKYS, ARTURAS"
False,3,17/10/2023,20:45 ,WIZINK CENTER,6778,REAL MADRID,ZALGIRIS KAUNAS,MAD,RMB,ZAL,ZAL,MAD       ,ZAL       ,93,79,"MATEO, CHUS","MAKSVYTIS, KAZYS",40:00,00:00,80,,18,19,1,5,25,53,72,93,0,19,43,62,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","JOVCIC, MILIVOJE","KOLJENSIC, MILOS"
False,3,17/10/2023,20:30 ,BUESA ARENA,7542,BASKONIA VITORIA-GASTEIZ,FC BAYERN MUNICH,BAS,BKN,MUN,BAY,BAS       ,MUN       ,68,76,"PENARROYA, JOAN","LASO, PABLO",40:00,00:00,80,,20,18,4,3,22,42,62,68,0,20,41,57,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"DIFALLAH, MEHDI","FOUFIS, IOANNIS","RADOJKOVIC, JOSIP"
False,3,18/10/2023,20:00 ,STARK ARENA,19123,CRVENA ZVEZDA MERIDIANBET BELGRADE,AS MONACO,RED,CZV,MCO,ASM,RED       ,MCO       ,76,82,"IVANOVIC, DUSKO","OBRADOVIC, SASA",40:00,00:00,80,,20,21,4,4,23,44,63,76,0,14,38,64,82,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PUKL,SASA","RACYS, SAULIUS","KARDUM, LUKA"
False,3,18/10/2023,20:30 ,PABELLON FUENTE DE SAN LUIS,2809,VALENCIA BASKET,MACCABI PLAYTIKA TEL AVIV,PAM,VBC,TEL,MTA,PAM       ,TEL       ,75,66,"MUMBRU, ALEX","KATTASH, ODED",40:00,00:00,80,,19,19,1,3,18,33,50,75,0,17,29,44,66,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","ROSSI, MICHELE","TSAROUCHA, VASILIKI"
False,3,18/10/2023,20:30 ,PALADOZZA,4888,VIRTUS SEGAFREDO BOLOGNA,ALBA BERLIN,VIR,VIR,BER,BER,VIR       ,BER       ,87,76,"BANCHI, LUCA","GONZALEZ, ISRAEL",40:00,00:00,80,,16,17,3,2,27,44,67,87,0,11,26,51,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"MOGULKOC, EMIN","BISSANG, JOSEPH","BALAK, AMIT"
False,4,19/10/2023,19:45 ,ULKER SPORTS AND EVENT HALL,7251,FENERBAHCE BEKO ISTANBUL,LDLC ASVEL VILLEURBANNE,ULK,FBB,ASV,ASV,ULK       ,ASV       ,101,86,"ITOUDIS, DIMITRIS","PARKER, TJ",40:00,00:00,80,,18,20,2,5,16,42,72,101,0,28,55,70,86,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","TRAWICKI, TOMASZ","BAENA, ALBERTO"
False,4,19/10/2023,20:15 ,PEACE AND FRIENDSHIP STADIUM,11579,OLYMPIACOS PIRAEUS,PARTIZAN MOZZART BET BELGRADE,OLY,OLY,PAR,PAR,OLY       ,PAR       ,98,94,"BARTZOKAS, GEORGIOS","OBRADOVIC, ZELIMIR",45:00,00:00,90,,22,32,4,6,28,49,59,85,98,21,43,69,85,94,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PATERNICO, CARMELO","ALIAGA, JORDI","MAJKIC, MARIO"
False,4,19/10/2023,20:45 ,WIZINK CENTER,7657,REAL MADRID,EA7 EMPORIO ARMANI MILAN,MAD,RMB,MIL,EA7,MAD       ,MIL       ,88,71,"MATEO, CHUS","MESSINA, ETTORE",40:00,00:00,80,,23,20,3,4,19,42,67,88,0,25,42,61,71,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"RADOVIC, SRETEN","VILIUS, GYTIS","PETEK, SASO"
False,4,19/10/2023,20:30 ,BUESA ARENA,7719,BASKONIA VITORIA-GASTEIZ,ZALGIRIS KAUNAS,BAS,BKN,ZAL,ZAL,BAS       ,ZAL       ,82,99,"PENARROYA, JOAN","MAKSVYTIS, KAZYS",40:00,00:00,80,,20,24,5,3,14,39,61,82,0,22,46,74,99,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PASTUSIAK, PIOTR","KOWALSKI, MARCIN","PEER, ADAR"
False,4,20/10/2023,19:30 ,SINAN ERDEM SPORTS HALL,11892,ANADOLU EFES ISTANBUL,VALENCIA BASKET,IST,EFS,PAM,VBC,IST       ,PAM       ,77,73,"CAN, ERDEM","MUMBRU, ALEX",40:00,00:00,80,,15,22,4,4,18,38,57,77,0,15,40,53,73,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"ROCHA, FERNANDO","LATISEVS, OLEGS","BISSUEL, THOMAS"
False,4,20/10/2023,19:00 ,SALLE GASTON MEDECIN,3907,AS MONACO,ALBA BERLIN,MCO,ASM,BER,BER,MCO       ,BER       ,86,75,"OBRADOVIC, SASA","GONZALEZ, ISRAEL",40:00,00:00,80,,16,14,4,3,18,47,67,86,0,16,40,56,75,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","SHEMMESH, SEFFI","HALLIKO, AARE"
False,4,20/10/2023,20:30 ,PALAU BLAUGRANA,6519,FC BARCELONA,FC BAYERN MUNICH,BAR,BAR,MUN,BAY,BAR       ,MUN       ,98,59,"GRIMAU, ROGER","LASO, PABLO",40:00,00:00,80,,18,22,1,1,27,43,70,98,0,11,27,40,59,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"HORDOV, TOMISLAV","UDYANSKYY, EDUARD","OBRKNEZEVIC, UROS"
False,4,20/10/2023,20:15 ,OAKA Altion,6451,PANATHINAIKOS ATHENS,MACCABI PLAYTIKA TEL AVIV,PAN,PAO,TEL,MTA,PAN       ,TEL       ,81,86,"ATAMAN, HALIL ERGIN","KATTASHE, DAVID ODED",45:00,00:00,90,,18,29,5,4,15,24,49,72,81,20,39,57,72,86,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LOTTERMOSER, ROBERT","NIKOLIC, UROS","PEERANDI, RAIN"
False,4,20/10/2023,20:30 ,PALADOZZA,5369,VIRTUS SEGAFREDO BOLOGNA,CRVENA ZVEZDA MERIDIANBET BELGRADE,VIR,VIR,RED,CZV,VIR       ,RED       ,85,79,"BANCHI, LUCA","IVANOVIC, DUSKO",40:00,00:00,80,,25,21,4,5,26,44,62,85,0,15,33,55,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","DRAGOJEVIC, IGOR","THEPENIER, HUGUES"
False,5,26/10/2023,20:00 ,MERCEDES-BENZ ARENA,9113,ALBA BERLIN,EA7 EMPORIO ARMANI MILAN,BER,BER,MIL,EA7,BER       ,MIL       ,85,82,"GONZALEZ, ISRAEL","MESSINA, ETTORE",40:00,00:00,80,,17,20,1,5,12,35,57,85,0,18,37,61,82,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, EMILIO","DRAGOJEVIC, IGOR","HADZIC, DENIS"
False,5,26/10/2023,21:00 ,PEACE AND FRIENDSHIP STADIUM,12197,OLYMPIACOS PIRAEUS,ANADOLU EFES ISTANBUL,OLY,OLY,IST,EFS,OLY       ,IST       ,75,57,"BARTZOKAS, GEORGIOS","CAN, ERDEM",40:00,00:00,80,,15,17,1,4,17,33,61,75,0,14,25,43,57,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","DIFALLAH, MEHDI","KOLJENSIC, MILOS"
False,5,26/10/2023,18:30 ,STARK ARENA,20039,PARTIZAN MOZZART BET BELGRADE,CRVENA ZVEZDA MERIDIANBET BELGRADE,PAR,PAR,RED,CZV,PAR       ,RED       ,88,86,"OBRADOVIC, ZELJKO","SFAIROPOULOS, IOANNIS",40:00,00:00,80,,18,21,5,5,22,42,53,88,0,13,42,65,86,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, MIGUEL ANGEL","VILIUS, GYTIS","PEERANDI, RAIN"
False,5,26/10/2023,20:45 ,WIZINK CENTER,11432,REAL MADRID,FC BARCELONA,MAD,RMB,BAR,BAR,MAD       ,BAR       ,65,64,"MATEO, CHUS","GRIMAU, ROGER",40:00,00:00,80,,25,22,5,5,12,28,51,65,0,19,30,41,64,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BELOSEVIC, ILIJA","NEDOVIC, MILAN","KARDUM, LUKA"
False,5,26/10/2023,21:00 ,SALLE GASTON MEDECIN,3921,AS MONACO,MACCABI PLAYTIKA TEL AVIV,MCO,ASM,TEL,MTA,MCO       ,TEL       ,107,79,"OBRADOVIC, SASA","KATTASH, ODED",40:00,00:00,80,,19,19,3,3,27,52,85,107,0,23,38,57,79,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PERUGA, CARLOS","PASTUSIAK, PIOTR","SUKYS, ARTURAS"
False,5,27/10/2023,20:00 ,ASTROBALLE,5560,LDLC ASVEL VILLEURBANNE,VIRTUS SEGAFREDO BOLOGNA,ASV,ASV,VIR,VIR,ASV       ,VIR       ,84,87,"POZZECCO, GIANMARCO","BANCHI, LUCA",40:00,00:00,80,,14,21,2,4,18,42,63,84,0,21,39,65,87,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PUKL,SASA","ZAMOJSKI, JAKUB","LEZCANO, LEANDRO"
False,5,27/10/2023,20:30 ,BMW PARK,6500,FC BAYERN MUNICH,FENERBAHCE BEKO ISTANBUL,MUN,BAY,ULK,FBB,MUN       ,ULK       ,67,76,"LASO, PABLO","ITOUDIS, DIMITRIS",40:00,00:00,80,,22,21,5,3,20,38,47,67,0,19,41,55,76,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"LATISEVS, OLEGS","ALIAGA, JORDI","VAN DEN BROECK, NICK"
False,5,27/10/2023,20:15 ,OAKA Altion,8371,PANATHINAIKOS ATHENS,BASKONIA VITORIA-GASTEIZ,PAN,PAO,BAS,BKN,PAN       ,BAS       ,95,81,"ATAMAN, HALIL ERGIN","PENARROYA RODRIGUEZ, JUAN",40:00,00:00,80,,18,21,3,5,24,48,70,95,0,22,43,66,81,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"JAVOR, DAMIR","HORDOV, TOMISLAV","BOUBERT, MAXIME"
False,5,27/10/2023,19:00 ,ZALGIRIO ARENA,15073,ZALGIRIS KAUNAS,VALENCIA BASKET,ZAL,ZAL,PAM,VBC,ZAL       ,PAM       ,72,87,"MAKSVYTIS, KAZYS","MUMBRU, ALEX",40:00,00:00,80,,17,19,4,4,12,30,53,72,0,20,52,72,87,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"MOGULKOC, EMIN","PANTHER, ANNE","CELIK, HUSEYIN"
False,6,02/11/2023,20:30 ,MEDIOLANUM FORUM ,8966,EA7 EMPORIO ARMANI MILAN,AS MONACO,MIL,EA7,MCO,ASM,MIL       ,MCO       ,66,72,"MESSINA, ETTORE","OBRADOVIC, SASA",40:00,00:00,80,,21,22,4,4,18,37,48,66,0,13,35,52,72,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"GARCIA, JUAN CARLOS","PEERANDI, RAIN","MAJKIC, MARIO"
False,6,02/11/2023,18:30 ,STARK ARENA,18130,CRVENA ZVEZDA MERIDIANBET BELGRADE,FC BAYERN MUNICH,RED,CZV,MUN,BAY,RED       ,MUN       ,74,68,"SFAIROPOULOS, IOANNIS","LASO, PABLO",40:00,00:00,80,,17,20,4,4,12,33,53,74,0,19,35,59,68,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PEREZ, EMILIO","ROSSI, MICHELE","SILVA, SERGIO"
False,6,28/11/2023,20:15 ,ALEKSANDAR NIKOLIC HALL,0,MACCABI PLAYTIKA TEL AVIV,REAL MADRID,TEL,MTA,MAD,RMB,TEL       ,MAD       ,70,99,"KATTASH, ODED","MATEO, CHUS",40:00,00:00,80,,16,18,4,1,21,41,56,70,0,36,52,74,99,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"BOLTAUZER, MATEJ","DIFALLAH, MEHDI","FOUFIS, IOANNIS"
False,6,02/11/2023,19:00 ,ZALGIRIO ARENA,14848,ZALGIRIS KAUNAS,LDLC ASVEL VILLEURBANNE,ZAL,ZAL,ASV,ASV,ZAL       ,ASV       ,88,91,"MAKSVYTIS, KAZYS","POZZECCO, GIANMARCO",40:00,00:00,80,,22,18,5,3,30,56,80,88,0,24,50,72,91,0,REGULAR SEASON,R S ,EUROLEAGUE 2023-24,E2023     ,E2023     ,"PATERNICO, CARMELO","SHEMMESH, SEFFI","CLIVAZ, SEBASTIEN"
